serviceId,oldName,newName,oldSlug,newSlug,oldCategory,newCategory,action,reason,riskLevel,diyAvailable,duplicateStatus,legacyStatus,seoStatus,finalStatus,kind,electricalArea
prop-283,,Oven Installation,,oven-installation,oven,oven,ADD,Built-in oven install; RR,REVIEW_REQUIRED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-284,Oven Not Heating,Oven Not Heating,oven-not-heating,oven-not-heating,oven,oven,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-285,Oven Preventive Maintenance,Oven Preventive Maintenance,oven-preventive-maintenance,oven-preventive-maintenance,oven,oven,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-286,Oven Temperature Problem,Oven Temperature Problem,oven-temperature-problem,oven-temperature-problem,oven,oven,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-287,Oven Thermostat Repair,Oven Thermostat Repair,oven-thermostat-repair,oven-thermostat-repair,oven,oven,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-288,Oven Timer Problem,Oven Timer Problem,oven-timer-problem,oven-timer-problem,oven,oven,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-289,Oven Uneven Heating,Oven Uneven Heating,oven-uneven-heating,oven-uneven-heating,oven,oven,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-290,,Anti-Fungal Painting,,anti-fungal-painting,painting,painting,ADD,Humidity-driven coating intent,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-291,Apartment Painting,Apartment Painting,apartment-painting,apartment-painting,painting,painting,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-292,,Bathroom Moisture-Resistant Painting,,bathroom-moisture-resistant-painting,painting,painting,ADD,Wet-area paint system,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-293,Ceiling Painting,Ceiling Painting,ceiling-painting,ceiling-painting,painting,painting,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-294,Commercial Painting,Commercial Painting,commercial-painting,commercial-painting,painting,painting,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-295,Decorative Painting,Decorative Painting,decorative-painting,decorative-painting,painting,painting,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-296,Door Painting,Door Painting,door-painting,door-painting,painting,painting,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-297,Exterior Painting,Exterior Painting,exterior-painting,exterior-painting,painting,painting,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-298,,Gate Painting,,gate-painting,painting,painting,ADD,Metal gate coating,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-299,Interior Painting,Interior Painting,interior-painting,interior-painting,painting,painting,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-300,Metal Painting,Metal Painting,metal-painting,metal-painting,painting,painting,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-301,Office Painting,Office Painting,office-painting,office-painting,painting,painting,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-302,,Parking Floor Painting,,parking-floor-painting,painting,painting,ADD,Floor marking/coating,YELLOW,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-303,Repainting,Repainting,repainting,repainting,painting,painting,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-304,Residential Painting,Residential Painting,residential-painting,residential-painting,painting,painting,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-305,Texture Painting,Texture Painting,texture-painting,texture-painting,painting,painting,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-306,Touch-Up Painting,Touch-Up Painting,touch-up-painting,touch-up-painting,painting,painting,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-307,Villa Painting,Villa Painting,villa-painting,villa-painting,painting,painting,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-308,Wall Painting,Wall Painting,wall-painting,wall-painting,painting,painting,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-309,Wood Painting,Wood Painting,wood-painting,wood-painting,painting,painting,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-310,,Bidet Installation,,bidet-installation,plumbing,plumbing,ADD,Common UAE bathroom fixture install,YELLOW,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-311,Drain Blockage Removal,Drain Blockage Removal,drain-blockage-removal,drain-blockage-removal,plumbing,plumbing,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-312,Drain Cleaning,Drain Cleaning,drain-cleaning,drain-cleaning,plumbing,plumbing,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-313,Faucet Repair,Faucet Repair,faucet-repair,faucet-repair,plumbing,plumbing,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-314,Faucet Replacement,Faucet Replacement,faucet-replacement,faucet-replacement,plumbing,plumbing,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-315,Floor Drain Repair,Floor Drain Repair,floor-drain-repair,floor-drain-repair,plumbing,plumbing,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-316,,Grease Trap Cleaning,,grease-trap-cleaning,plumbing,plumbing,ADD,Kitchen grease trap service,YELLOW,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-317,,Hot Water Line Repair,,hot-water-line-repair,plumbing,plumbing,ADD,Hot line repair distinct from general pipe repair,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-318,,Mixer Tap Replacement,,mixer-tap-replacement,plumbing,plumbing,ADD,Distinct from faucet repair/replacement wording used for mixers,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-319,Pipe Repair,Pipe Repair,pipe-repair,pipe-repair,plumbing,plumbing,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-320,Pipe Replacement,Pipe Replacement,pipe-replacement,pipe-replacement,plumbing,plumbing,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-321,Plumbing Inspection,Plumbing Inspection,plumbing-inspection,plumbing-inspection,plumbing,plumbing,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-322,Running Toilet Repair,Running Toilet Repair,running-toilet-repair,running-toilet-repair,plumbing,plumbing,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-323,Shower Mixer Replacement,Shower Mixer Replacement,shower-mixer-replacement,shower-mixer-replacement,plumbing,plumbing,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-324,Shower Repair,Shower Repair,shower-repair,shower-repair,plumbing,plumbing,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-325,Sink Installation,Sink Installation,sink-installation,sink-installation,plumbing,plumbing,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-326,Sink Repair,Sink Repair,sink-repair,sink-repair,plumbing,plumbing,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-327,,Sump Pump Inspection,,sump-pump-inspection,plumbing,plumbing,ADD,Drainage sump inspection,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-328,Toilet Installation,Toilet Installation,toilet-installation,toilet-installation,plumbing,plumbing,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-329,Toilet Repair,Toilet Repair,toilet-repair,toilet-repair,plumbing,plumbing,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-330,Water Leakage Detection,Water Leakage Detection,water-leakage-detection,water-leakage-detection,plumbing,plumbing,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-331,Water Leakage Repair,Water Leakage Repair,water-leakage-repair,water-leakage-repair,plumbing,plumbing,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-332,Water Pressure Problem Diagnosis,Water Pressure Problem Diagnosis,water-pressure-problem-diagnosis,water-pressure-problem-diagnosis,plumbing,plumbing,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-333,Water Supply Line Repair,Water Supply Line Repair,water-supply-line-repair,water-supply-line-repair,plumbing,plumbing,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-334,Refrigerator Cleaning,Refrigerator Cleaning,refrigerator-cleaning,refrigerator-cleaning,refrigerator,refrigerator,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-335,Refrigerator Compressor Inspection,Refrigerator Compressor Inspection,refrigerator-compressor-inspection,refrigerator-compressor-inspection,refrigerator,refrigerator,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-336,Refrigerator Compressor Replacement,Refrigerator Compressor Replacement,refrigerator-compressor-replacement,refrigerator-compressor-replacement,refrigerator,refrigerator,KEEP,Existing approved baseline service,REVIEW_REQUIRED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-337,Refrigerator Cooling Problem,Refrigerator Cooling Problem,refrigerator-cooling-problem,refrigerator-cooling-problem,refrigerator,refrigerator,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-338,Refrigerator Door Hinge Repair,Refrigerator Door Hinge Repair,refrigerator-door-hinge-repair,refrigerator-door-hinge-repair,refrigerator,refrigerator,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-339,Refrigerator Door Seal Replacement,Refrigerator Door Seal Replacement,refrigerator-door-seal-replacement,refrigerator-door-seal-replacement,refrigerator,refrigerator,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-340,Refrigerator Drain Blockage Repair,Refrigerator Drain Blockage Repair,refrigerator-drain-blockage-repair,refrigerator-drain-blockage-repair,refrigerator,refrigerator,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-341,Refrigerator Electrical Fault Diagnosis,Refrigerator Electrical Fault Diagnosis,refrigerator-electrical-fault-diagnosis,refrigerator-electrical-fault-diagnosis,refrigerator,refrigerator,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-342,Refrigerator Fan Motor Repair,Refrigerator Fan Motor Repair,refrigerator-fan-motor-repair,refrigerator-fan-motor-repair,refrigerator,refrigerator,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-343,Refrigerator Freezing Problem,Refrigerator Freezing Problem,refrigerator-freezing-problem,refrigerator-freezing-problem,refrigerator,refrigerator,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-344,Refrigerator Ice Formation Problem,Refrigerator Ice Formation Problem,refrigerator-ice-formation-problem,refrigerator-ice-formation-problem,refrigerator,refrigerator,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-345,Refrigerator Inspection,Refrigerator Inspection,refrigerator-inspection,refrigerator-inspection,refrigerator,refrigerator,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-346,,Refrigerator Preventive Maintenance,,refrigerator-preventive-maintenance,refrigerator,refrigerator,ADD,PM offering gap,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-347,Refrigerator Temperature Control Repair,Refrigerator Temperature Control Repair,refrigerator-temperature-control-repair,refrigerator-temperature-control-repair,refrigerator,refrigerator,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-348,Refrigerator Thermostat Inspection,Refrigerator Thermostat Inspection,refrigerator-thermostat-inspection,refrigerator-thermostat-inspection,refrigerator,refrigerator,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-349,Refrigerator Water Leakage,Refrigerator Water Leakage,refrigerator-water-leakage,refrigerator-water-leakage,refrigerator,refrigerator,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-350,Sauna Bench Cleaning,Sauna Bench Cleaning,sauna-bench-cleaning,sauna-bench-cleaning,sauna,sauna,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-351,Sauna Deep Cleaning,Sauna Deep Cleaning,sauna-deep-cleaning,sauna-deep-cleaning,sauna,sauna,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-352,Sauna Disinfection,Sauna Disinfection,sauna-disinfection,sauna-disinfection,sauna,sauna,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-353,Sauna Door Maintenance,Sauna Door Maintenance,sauna-door-maintenance,sauna-door-maintenance,sauna,sauna,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-354,Sauna Equipment Inspection,Sauna Equipment Inspection,sauna-equipment-inspection,sauna-equipment-inspection,sauna,sauna,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-355,Sauna Floor Cleaning,Sauna Floor Cleaning,sauna-floor-cleaning,sauna-floor-cleaning,sauna,sauna,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-356,Sauna Glass Cleaning,Sauna Glass Cleaning,sauna-glass-cleaning,sauna-glass-cleaning,sauna,sauna,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-357,Sauna Heater Inspection,Sauna Heater Inspection,sauna-heater-inspection,sauna-heater-inspection,sauna,sauna,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-358,Sauna Heater Maintenance,Sauna Heater Maintenance,sauna-heater-maintenance,sauna-heater-maintenance,sauna,sauna,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-359,Sauna Inspection,Sauna Inspection,sauna-inspection,sauna-inspection,sauna,sauna,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-360,,Sauna Preventive Maintenance,,sauna-preventive-maintenance,sauna,sauna,ADD,Scheduled sauna PM offering,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-361,Sauna Regular Cleaning,Sauna Regular Cleaning,sauna-regular-cleaning,sauna-regular-cleaning,sauna,sauna,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-362,Sauna Ventilation Inspection,Sauna Ventilation Inspection,sauna-ventilation-inspection,sauna-ventilation-inspection,sauna,sauna,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-363,Sauna Wall Cleaning,Sauna Wall Cleaning,sauna-wall-cleaning,sauna-wall-cleaning,sauna,sauna,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-364,Sauna Wood Treatment,Sauna Wood Treatment,sauna-wood-treatment,sauna-wood-treatment,sauna,sauna,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-365,,Commercial Pool Maintenance,,commercial-pool-maintenance,swimming-pool,swimming-pool,ADD,Commercial vs residential pool,YELLOW,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-366,Pool Chemical Balancing,Pool Chemical Balancing,pool-chemical-balancing,pool-chemical-balancing,swimming-pool,swimming-pool,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-367,,Pool Cover Repair,,pool-cover-repair,swimming-pool,swimming-pool,ADD,Cover hardware/material repair,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-368,Pool Drain Cleaning,Pool Drain Cleaning,pool-drain-cleaning,pool-drain-cleaning,swimming-pool,swimming-pool,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-369,Pool Equipment Inspection,Pool Equipment Inspection,pool-equipment-inspection,pool-equipment-inspection,swimming-pool,swimming-pool,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-370,Pool Filter Cleaning,Pool Filter Cleaning,pool-filter-cleaning,pool-filter-cleaning,swimming-pool,swimming-pool,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-371,Pool Filter Maintenance,Pool Filter Maintenance,pool-filter-maintenance,pool-filter-maintenance,swimming-pool,swimming-pool,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-372,Pool Leak Inspection,Pool Leak Inspection,pool-leak-inspection,pool-leak-inspection,swimming-pool,swimming-pool,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-373,,Pool Lighting Repair,,pool-lighting-repair,swimming-pool,swimming-pool,ADD,Wet-niche lighting — safety review; stays under pool for customer intent,REVIEW_REQUIRED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-374,Pool Pump Inspection,Pool Pump Inspection,pool-pump-inspection,pool-pump-inspection,swimming-pool,swimming-pool,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-375,Pool Pump Maintenance,Pool Pump Maintenance,pool-pump-maintenance,pool-pump-maintenance,swimming-pool,swimming-pool,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-376,Pool Skimming,Pool Skimming,pool-skimming,pool-skimming,swimming-pool,swimming-pool,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-377,Pool Tile Cleaning,Pool Tile Cleaning,pool-tile-cleaning,pool-tile-cleaning,swimming-pool,swimming-pool,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-378,Pool Vacuum Cleaning,Pool Vacuum Cleaning,pool-vacuum-cleaning,pool-vacuum-cleaning,swimming-pool,swimming-pool,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-379,Pool Water Testing,Pool Water Testing,pool-water-testing,pool-water-testing,swimming-pool,swimming-pool,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-380,Residential Pool Maintenance,Residential Pool Maintenance,residential-pool-maintenance,residential-pool-maintenance,swimming-pool,swimming-pool,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-381,Swimming Pool Cleaning,Swimming Pool Cleaning,swimming-pool-cleaning,swimming-pool-cleaning,swimming-pool,swimming-pool,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-382,Swimming Pool Inspection,Swimming Pool Inspection,swimming-pool-inspection,swimming-pool-inspection,swimming-pool,swimming-pool,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-383,,Cornice Repair,,cornice-repair,walls,walls,ADD,Cornice/coving repair,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-384,Damp Wall Repair,Damp Wall Repair,damp-wall-repair,damp-wall-repair,walls,walls,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-385,Gypsum Wall Repair,Gypsum Wall Repair,gypsum-wall-repair,gypsum-wall-repair,walls,walls,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-386,Mold-Affected Wall Treatment,Mold-Affected Wall Treatment,mold-affected-wall-treatment,mold-affected-wall-treatment,walls,walls,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-387,Partition Wall Repair,Partition Wall Repair,partition-wall-repair,partition-wall-repair,walls,walls,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-388,Peeling Paint Repair,Peeling Paint Repair,peeling-paint-repair,peeling-paint-repair,walls,walls,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-389,Plaster Repair,Plaster Repair,plaster-repair,plaster-repair,walls,walls,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-390,,Skirting Repair,,skirting-repair,walls,walls,ADD,Skirting/baseboard repair,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-391,Structural Crack Assessment,Structural Crack Assessment,structural-crack-assessment,structural-crack-assessment,walls,walls,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-392,Surface Preparation,Surface Preparation,surface-preparation,surface-preparation,walls,walls,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-393,Wall Crack Repair,Wall Crack Repair,wall-crack-repair,wall-crack-repair,walls,walls,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-394,Wall Damage Repair,Wall Damage Repair,wall-damage-repair,wall-damage-repair,walls,walls,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-395,Wall Hole Repair,Wall Hole Repair,wall-hole-repair,wall-hole-repair,walls,walls,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-396,Wall Inspection,Wall Inspection,wall-inspection,wall-inspection,walls,walls,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-397,Wall Patching,Wall Patching,wall-patching,wall-patching,walls,walls,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-398,Wall Skimming,Wall Skimming,wall-skimming,wall-skimming,walls,walls,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-399,,Wallpaper Removal,,wallpaper-removal,walls,walls,ADD,Surface prep adjacent to walls,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-400,Washing Machine Belt Replacement,Washing Machine Belt Replacement,washing-machine-belt-replacement,washing-machine-belt-replacement,washing-machine,washing-machine,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-401,Washing Machine Control Board Diagnosis,Washing Machine Control Board Diagnosis,washing-machine-control-board-diagnosis,washing-machine-control-board-diagnosis,washing-machine,washing-machine,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-402,Washing Machine Door Lock Problem,Washing Machine Door Lock Problem,washing-machine-door-lock-problem,washing-machine-door-lock-problem,washing-machine,washing-machine,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-403,Washing Machine Drainage Problem,Washing Machine Drainage Problem,washing-machine-drainage-problem,washing-machine-drainage-problem,washing-machine,washing-machine,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-404,Washing Machine Drum Problem,Washing Machine Drum Problem,washing-machine-drum-problem,washing-machine-drum-problem,washing-machine,washing-machine,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-405,Washing Machine Excessive Noise,Washing Machine Excessive Noise,washing-machine-excessive-noise,washing-machine-excessive-noise,washing-machine,washing-machine,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-406,Washing Machine Filter Cleaning,Washing Machine Filter Cleaning,washing-machine-filter-cleaning,washing-machine-filter-cleaning,washing-machine,washing-machine,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-407,Washing Machine Inspection,Washing Machine Inspection,washing-machine-inspection,washing-machine-inspection,washing-machine,washing-machine,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-408,,Washing Machine Installation,,washing-machine-installation,washing-machine,washing-machine,ADD,Install intent missing,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-409,Washing Machine Motor Inspection,Washing Machine Motor Inspection,washing-machine-motor-inspection,washing-machine-motor-inspection,washing-machine,washing-machine,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-410,Washing Machine Not Spinning,Washing Machine Not Spinning,washing-machine-not-spinning,washing-machine-not-spinning,washing-machine,washing-machine,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-411,Washing Machine Not Starting,Washing Machine Not Starting,washing-machine-not-starting,washing-machine-not-starting,washing-machine,washing-machine,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-412,Washing Machine Preventive Maintenance,Washing Machine Preventive Maintenance,washing-machine-preventive-maintenance,washing-machine-preventive-maintenance,washing-machine,washing-machine,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-413,Washing Machine Pump Repair,Washing Machine Pump Repair,washing-machine-pump-repair,washing-machine-pump-repair,washing-machine,washing-machine,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-414,Washing Machine Vibration Problem,Washing Machine Vibration Problem,washing-machine-vibration-problem,washing-machine-vibration-problem,washing-machine,washing-machine,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-415,Washing Machine Water Filling Problem,Washing Machine Water Filling Problem,washing-machine-water-filling-problem,washing-machine-water-filling-problem,washing-machine,washing-machine,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-416,Washing Machine Water Leakage,Washing Machine Water Leakage,washing-machine-water-leakage,washing-machine-water-leakage,washing-machine,washing-machine,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-417,Emergency Water Heater Repair,Emergency Water Heater Repair,emergency-water-heater-repair,emergency-water-heater-repair,water-heater,water-heater,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-418,Water Heater Cleaning,Water Heater Cleaning,water-heater-cleaning,water-heater-cleaning,water-heater,water-heater,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
