record,type,safetyClass,blocker,remediable,remediationPerformed,finalEligibility,contentGaps,status,profileStatus
diy-shell-hob-cleaning,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-induction-cooker-inspection,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-interior-painting,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-kitchen-cleaning,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-led-light-installation,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-led-light-replacement,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-light-installation,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-light-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-lock-repair-and-replacement,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-mattress-cleaning,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-metal-painting,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-microwave-control-panel-problem,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-microwave-display-problem,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-microwave-door-problem,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-microwave-door-switch-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-microwave-electrical-diagnosis,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-microwave-fan-problem,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-microwave-fuse-replacement,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-microwave-heating-problem,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-microwave-inspection,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-microwave-no-power-diagnosis,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-microwave-spark-problem,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-microwave-turntable-problem,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-minor-building-repairs,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-minor-civil-maintenance,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-moisture-damage-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-mold-affected-wall-treatment,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-office-painting,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-oven-control-panel-problem,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-oven-door-repair,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-oven-door-seal-replacement,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-oven-electrical-fault-diagnosis,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-oven-fan-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-oven-heating-element-replacement,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-oven-inspection,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-oven-not-heating,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-oven-preventive-maintenance,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-oven-temperature-problem,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-oven-thermostat-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-oven-timer-problem,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-oven-uneven-heating,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-package-ac-maintenance,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-painting-services,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-partition-wall-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-peeling-paint-repair,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-pipe-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-pipe-replacement,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-plaster-repair,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-plumbing-inspection,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-pool-chemical-balancing,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-pool-drain-cleaning,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-pool-equipment-inspection,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-pool-filter-cleaning,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-pool-filter-maintenance,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-pool-leak-inspection,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-pool-pump-inspection,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-pool-pump-maintenance,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-pool-water-testing,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-post-construction-cleaning,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-post-renovation-cleaning,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-preventive-building-maintenance,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-preventive-gym-maintenance,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-refrigerator-compressor-inspection,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-refrigerator-compressor-replacement,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-refrigerator-cooling-problem,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-refrigerator-drain-blockage-repair,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-refrigerator-electrical-fault-diagnosis,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-refrigerator-fan-motor-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-refrigerator-freezing-problem,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-refrigerator-ice-formation-problem,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-refrigerator-inspection,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-refrigerator-temperature-control-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-refrigerator-thermostat-inspection,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-refrigerator-water-leakage,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-repainting,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_37|ar_words_81,draft,draft
diy-shell-residential-building-maintenance,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-residential-painting,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-residential-pool-maintenance,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-residential-water-tank-cleaning,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-rooftop-water-tank-cleaning,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-running-toilet-repair,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-sauna-disinfection,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-sauna-equipment-inspection,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-sauna-heater-inspection,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-sauna-heater-maintenance,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-sauna-inspection,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-sauna-maintenance,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_45|ar_words_81,draft,draft
diy-shell-sauna-ventilation-inspection,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-sauna-wood-treatment,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-scheduled-water-tank-maintenance,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-short-circuit-diagnosis,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-shower-mixer-replacement,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-shower-repair,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-sink-installation,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-sink-repair,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-socket-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-socket-replacement,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-sofa-and-upholstery-cleaning,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-split-ac-maintenance,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-structural-crack-assessment,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-surface-preparation,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-swimming-pool-maintenance,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_45|ar_words_81,draft,draft
diy-shell-switch-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-switch-replacement,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-tank-overflow-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-tank-pipe-connection-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-texture-painting,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-toilet-installation,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-toilet-repair,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-treadmill-maintenance,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-underground-water-tank-cleaning,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-uneven-flame-diagnosis,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-villa-maintenance,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-villa-painting,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-villa-water-tank-cleaning,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-wall-crack-repair,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-wall-damage-repair,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-wall-hole-repair,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-wall-inspection,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-wall-maintenance,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-wall-painting,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-wall-patching,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-wall-skimming,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-washing-machine-belt-replacement,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-washing-machine-control-board-diagnosis,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_45|ar_words_81,draft,draft
diy-shell-washing-machine-door-lock-problem,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_45|ar_words_81,draft,draft
diy-shell-washing-machine-drainage-problem,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-washing-machine-drum-problem,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-washing-machine-excessive-noise,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-washing-machine-inspection,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-washing-machine-motor-inspection,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-washing-machine-not-spinning,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-washing-machine-not-starting,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_43|ar_words_81,draft,draft
